Id;Namn;Latitud;Longitud;Höjd (m);Aktiv
126430;Öraåtjärnarna D;62.7155;16.1736;343.002;Ja
72290;Örby;57.4833;12.7;90;Nej
95130;Örebro A;59.2289;15.0455;53;Nej
95160;Örebro D;59.2584;15.2586;31;Ja
108640;Öregrund;60.3333;18.4333;7;Nej
52510;Örja Aut;55.8798;12.8705;11;Nej
63170;Örkelljunga;56.2829;13.2958;76.944;Ja
138180;Örnsköldsvik;63.3028;18.7254;25;Ja
138240;Örnsköldsviks Flygplats;63.4116;18.9973;103;Nej
108320;Örskär A;60.5256;18.3729;6.539;Ja
53470;Örtofta;55.7833;13.25;20;Nej
149080;Örträsk;64.1337;18.9892;213;Nej
115100;Östanvik;61.1676;15.2187;231.016;Ja
98330;Östanå;59.5544;18.5766;10;Nej
97410;Österby;59.6563;17.6469;15;Nej
106180;Österfärnebo;60.3048;16.805;75;Ja
78280;Östergarnsholm A;57.4408;18.9839;8.127;Ja
99710;Östernäs;59.7166;19;10;Nej
134100;Östersund;63.1736;14.6786;345;Nej
107100;Östervåla D;60.135;17.148;49.052;Ja
98300;Österåker;59.4897;18.2937;15;Nej
108150;Östhammar;60.26;18.3696;5;Nej
102190;Östmark-Lämbacken;60.306;12.6977;160;Nej
102200;Östmark-Rännberg;60.3328;12.6775;198;Nej
102210;Östmark-Röjdåsen;60.3548;12.6491;308;Nej
102170;Östmark-Åsarna;60.2788;12.8538;135;Ja
86320;Östra Husby D;58.5373;16.5655;35;Ja
93440;Östra Ämtervik;59.7406;13.2136;80;Ja
172790;Överkalix-Svartbyn;66.2646;22.8365;46;Nej
172770;Överkalix-Svartbyn A;66.2618;22.8427;61.024;Ja
173810;Övertorneå;66.386;23.6155;59.508;Ja
76590;Överum;57.9912;16.3059;30;Nej
133470;Överäng;63.7788;13.0734;450;Nej
191730;Övre Soppero;68.0916;21.7003;365;Ja
171700;Övre Svartlå D;66.0213;21.1727;60;Nej
